kmer,importance
kmer_8707,0.008615815
kmer_8001,0.008615037
kmer_6119,0.008613426
kmer_8722,0.008602098
kmer_4323,0.008585383
kmer_1957,0.008558141
kmer_8734,0.0085531
kmer_6073,0.008549904
kmer_5275,0.008540286
kmer_5289,0.008533367
kmer_6861,0.008528389
kmer_6926,0.008521236
kmer_5283,0.008516553
kmer_7807,0.008512587
kmer_5038,0.008510516
kmer_9936,0.008510313
kmer_9520,0.008507391
kmer_9296,0.008506207
kmer_5045,0.008504157
kmer_9895,0.008503341
kmer_2598,0.008498208
kmer_5860,0.008486707
kmer_9930,0.008479546
kmer_9518,0.008462924
kmer_9934,0.008459279
kmer_8981,0.008456143
kmer_6075,0.0084482115
kmer_7168,0.008444203
kmer_7809,0.008440858
kmer_5278,0.008438889
kmer_8689,0.0084366035
kmer_2625,0.008430029
kmer_9299,0.008420791
kmer_6312,0.00842049
kmer_8442,0.008416044
kmer_3695,0.008406693
kmer_3098,0.008406167
kmer_7607,0.008403103
kmer_8015,0.008399714
kmer_6875,0.008394795
kmer_7571,0.008394764
kmer_8360,0.008390202
kmer_7612,0.008384476
kmer_8907,0.008378257
kmer_6315,0.008372986
kmer_8389,0.008363578
kmer_8021,0.008345442
kmer_6649,0.00833332
kmer_9145,0.008324872
kmer_9372,0.008320026
kmer_6870,0.008317651
kmer_2630,0.008316515
kmer_6306,0.008313274
kmer_9553,0.008307758
kmer_8027,0.008301461
kmer_9142,0.008298996
kmer_9402,0.008297524
kmer_7603,0.008296859
kmer_4365,0.00829279
kmer_9642,0.008289228
kmer_9835,0.008275534
kmer_3188,0.0082706995
kmer_6607,0.008264289
kmer_5034,0.00825039
kmer_8399,0.008247278
kmer_3186,0.008246603
kmer_6909,0.008244138
kmer_2624,0.008230899
kmer_6919,0.008230197
kmer_9138,0.008226448
kmer_8687,0.008226148
kmer_6500,0.008216698
kmer_8900,0.008216563
kmer_8731,0.0082133645
kmer_4944,0.008211835
kmer_8893,0.008211719
kmer_6323,0.008209901
kmer_9288,0.00820394
kmer_3603,0.008198584
kmer_4178,0.008198229
kmer_9303,0.0081885215
kmer_4043,0.0081798695
kmer_8693,0.008177622
kmer_9926,0.008173793
kmer_7800,0.008173419
kmer_8823,0.008172975
kmer_9833,0.008172554
kmer_7976,0.008171276
kmer_9298,0.008166355
kmer_9637,0.008155334
kmer_8997,0.008148426
kmer_2458,0.008147819
kmer_4765,0.0081458995
kmer_8357,0.008144164
kmer_2353,0.008142759
kmer_8396,0.0081414655
kmer_8446,0.008135556
kmer_7300,0.008126244
kmer_5040,0.008124423
kmer_3169,0.008120306
kmer_6931,0.008118161
kmer_6503,0.008109261
kmer_6372,0.008106375
kmer_5543,0.008103265
kmer_8739,0.008100934
kmer_6606,0.008100062
kmer_9544,0.008097568
kmer_8991,0.008090242
kmer_5035,0.00808709
kmer_1847,0.00808701
kmer_9547,0.00808033
kmer_9285,0.008079521
kmer_3700,0.008073011
kmer_7140,0.008072784
kmer_9542,0.008072524
kmer_9132,0.008071901
kmer_9655,0.008071641
kmer_4629,0.008066854
kmer_4484,0.00806656
kmer_8384,0.008055047
kmer_7569,0.008049302
kmer_8388,0.008046625
kmer_6476,0.008046301
kmer_9351,0.008046263
kmer_6922,0.0080446685
kmer_8657,0.00804319
kmer_7437,0.008041916
kmer_5691,0.008040458
kmer_8683,0.008039638
kmer_4792,0.008039611
kmer_9661,0.008038955
kmer_6342,0.008036575
kmer_3881,0.00803499
kmer_6074,0.008034082
kmer_8450,0.008033721
kmer_9377,0.008028418
kmer_8365,0.008028223
kmer_9459,0.008027335
kmer_6877,0.008015141
kmer_8292,0.0080120005
kmer_9309,0.008009719
kmer_6123,0.008006618
kmer_9289,0.008006564
kmer_4342,0.00800266
kmer_8678,0.007996278
kmer_6318,0.0079951165
kmer_8393,0.007995072
kmer_7617,0.0079943715
kmer_7481,0.00799008
kmer_6264,0.007980508
kmer_8702,0.007979709
kmer_9300,0.007979308
kmer_5858,0.007971975
kmer_5870,0.007962364
kmer_9524,0.007961658
kmer_8386,0.007961327
kmer_2326,0.007960969
kmer_8737,0.007960596
kmer_6394,0.007960289
kmer_6125,0.007959115
kmer_6532,0.007954328
kmer_9373,0.007951759
kmer_8512,0.007950549
kmer_6086,0.007950066
kmer_5451,0.007945889
kmer_7731,0.0079453
kmer_6077,0.007945148
kmer_3094,0.007939087
kmer_9522,0.0079362895
kmer_7761,0.007933357
kmer_9196,0.00793217
kmer_3694,0.007930315
kmer_9455,0.007929587
kmer_6534,0.007928615
kmer_8115,0.007923535
kmer_6316,0.007921213
kmer_8815,0.007919197
kmer_7306,0.0079185935
kmer_4291,0.007914294
kmer_5861,0.007911464
kmer_9541,0.007911141
kmer_6742,0.007908402
kmer_8947,0.007908238
kmer_9932,0.007908142
kmer_1949,0.00790408
kmer_8391,0.007903968
kmer_3701,0.007900519
kmer_4324,0.007899964
kmer_9514,0.0078995265
kmer_9349,0.007897385
kmer_8897,0.007887239
kmer_9425,0.007885975
kmer_944,0.007885225
kmer_9643,0.007883981
kmer_6386,0.007880413
kmer_2633,0.007879702
kmer_3655,0.0078764735
kmer_3813,0.007875877
kmer_7723,0.007875091
kmer_9733,0.007872776
kmer_3850,0.007872262
kmer_6396,0.007867754
kmer_5436,0.007866984
kmer_8024,0.007865565
kmer_5735,0.007863234
kmer_9134,0.00786048
kmer_8402,0.007859074
kmer_4392,0.007858929
kmer_8020,0.007853773
kmer_8680,0.007853279
